fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
 6,80;0,130;0,39; 1,40;0,034; 19,0;102,0;0,991210;3,23;0,60;11,300000;7
 6,60;0,780;0,50; 1,50;0,045; 30,0;133,0;0,991040;3,25;0,48;11,700000;5
 5,10;0,330;0,27; 6,70;0,022; 44,0;129,0;0,992210;3,36;0,39;11,000000;7
 6,70;0,340;0,40; 2,10;0,033; 34,0;111,0;0,989240;2,97;0,48;12,200000;7
 6,70;0,140;0,51; 4,30;0,028; 57,0;124,0;0,991760;2,91;0,54;10,700000;7
 7,00;0,260;0,34;10,90;0,038; 25,0; 84,0;0,994320;3,11;0,34;10,900000;6
 6,50;0,290;0,26; 7,00;0,040; 18,0;113,0;0,993660;3,17;0,38;10,200000;6
 7,00;0,250;0,45; 2,30;0,045; 40,0;118,0;0,990640;3,16;0,48;11,900000;7
 7,60;0,210;0,49; 2,50;0,047; 20,0;130,0;0,991780;3,15;0,48;11,100000;5
 7,70;0,260;0,51; 2,60;0,045; 26,0;159,0;0,991260;3,00;0,50;11,200000;6
 7,60;0,270;0,52; 3,20;0,043; 28,0;152,0;0,991290;3,02;0,53;11,400000;6
 7,70;0,250;0,49; 2,50;0,047; 31,0;169,0;0,992520;3,07;0,57;10,600000;6
 7,60;0,350;0,46;14,70;0,047; 33,0;151,0;0,997090;3,03;0,53;10,300000;5
 6,90;0,300;0,36; 4,50;0,054; 31,0;203,0;0,995130;3,40;0,57;10,400000;4
 6,70;0,240;0,46; 2,20;0,033; 19,0;111,0;0,990450;3,10;0,62;11,900000;6
 6,50;0,230;0,39; 1,90;0,036; 41,0; 98,0;0,990000;3,19;0,43;11,900000;7
 7,60;0,230;0,34; 1,60;0,043; 24,0;129,0;0,993050;3,12;0,70;10,400000;5
 6,50;0,240;0,39;17,30;0,052; 22,0;126,0;0,998880;3,11;0,47; 9,200000;6
 6,30;0,170;0,32; 4,20;0,040; 37,0;117,0;0,991820;3,24;0,43;11,300000;6
 6,30;0,170;0,32; 4,20;0,040; 37,0;117,0;0,991820;3,24;0,43;11,300000;6
 6,70;0,210;0,37; 2,50;0,034; 35,0; 89,0;0,991300;3,25;0,50;11,000000;7
 6,50;0,230;0,39; 1,90;0,036; 41,0; 98,0;0,990000;3,19;0,43;11,900000;7
 5,90;0,280;0,39; 1,40;0,031; 47,0;147,0;0,988360;3,08;0,64;12,900000;7
 5,90;0,190;0,37; 0,80;0,027;  3,0; 21,0;0,989700;3,09;0,31;10,800000;5
 6,20;0,250;0,42; 8,00;0,049; 53,0;206,0;0,995860;3,16;0,47; 9,100000;6
 7,60;0,230;0,34; 1,60;0,043; 24,0;129,0;0,993050;3,12;0,70;10,400000;5
 5,60;0,180;0,27; 1,70;0,030; 31,0;103,0;0,988920;3,35;0,37;12,900000;6
 5,50;0,180;0,22; 5,50;0,037; 10,0; 86,0;0,991560;3,46;0,44;12,200000;5
 6,50;0,240;0,39;17,30;0,052; 22,0;126,0;0,998880;3,11;0,47; 9,200000;6
 7,40;0,230;0,38; 8,60;0,052; 41,0;150,0;0,995340;3,06;0,46;10,300000;5
 7,20;0,170;0,37; 6,90;0,059; 47,0;128,0;0,993220;3,08;0,46;11,000000;7
 7,60;0,300;0,38; 2,10;0,043; 10,0; 98,0;0,992960;3,17;0,65;11,000000;5
 5,00;0,240;0,21; 2,20;0,039; 31,0;100,0;0,990980;3,69;0,62;11,700000;6
 6,10;0,210;0,38; 1,50;0,039; 37,0;122,0;0,989720;3,20;0,43;12,000000;6
 6,50;0,330;0,38; 2,50;0,047; 30,0;148,0;0,989640;3,17;0,43;12,700000;6
 6,30;0,350;0,26;17,60;0,061; 59,0;198,0;0,999180;3,11;0,49; 8,800000;5
 6,30;0,170;0,32; 4,20;0,040; 37,0;117,0;0,991820;3,24;0,43;11,300000;6
 6,60;0,250;0,35; 2,90;0,034; 38,0;121,0;0,990080;3,19;0,40;12,800000;6
 6,50;0,160;0,33; 4,80;0,043; 45,0;114,0;0,992000;3,18;0,44;11,200000;6
 6,60;0,390;0,39;11,90;0,057; 51,0;221,0;0,998510;3,26;0,51; 8,900000;6
 5,60;0,190;0,27; 0,90;0,040; 52,0;103,0;0,990260;3,50;0,39;11,200000;5
 6,20;0,250;0,39; 1,30;0,051; 42,0;135,0;0,990600;3,23;0,40;11,100000;6
 6,90;0,220;0,43; 6,40;0,042; 34,0;115,0;0,992930;3,05;0,51;10,800000;6
 6,20;0,190;0,29; 4,30;0,045; 33,0;126,0;0,996580;3,18;0,42; 9,300000;6
 6,60;0,390;0,39;11,90;0,057; 51,0;221,0;0,998510;3,26;0,51; 8,900000;6
 5,90;0,330;0,32; 8,10;0,038;  9,0; 34,0;0,991100;3,22;0,36;12,700000;7
 7,80;0,170;0,50; 1,30;0,045; 35,0;140,0;0,990400;3,16;0,40;12,000000;6
 5,50;0,190;0,27; 0,90;0,040; 52,0;103,0;0,990260;3,50;0,39;11,200000;5
 6,20;0,230;0,36;17,20;0,039; 37,0;130,0;0,999460;3,23;0,43; 8,800000;6
 6,20;0,230;0,36;17,20;0,039; 37,0;130,0;0,999460;3,23;0,43; 8,800000;6
 6,20;0,230;0,36;17,20;0,039; 37,0;130,0;0,999460;3,23;0,43; 8,800000;6
 7,20;0,320;0,40; 8,70;0,038; 45,0;154,0;0,995680;3,20;0,47;10,400000;6
 6,20;0,230;0,36;17,20;0,039; 37,0;130,0;0,999460;3,23;0,43; 8,800000;6
 7,20;0,320;0,40; 8,70;0,038; 45,0;154,0;0,995680;3,20;0,47;10,400000;6
 5,80;0,390;0,47; 7,50;0,027; 12,0; 88,0;0,990700;3,38;0,45;14,000000;6
 6,20;0,230;0,36;17,20;0,039; 37,0;130,0;0,999460;3,23;0,43; 8,800000;6
 7,60;0,250;1,23; 4,60;0,035; 51,0;294,0;0,990180;3,03;0,43;13,100000;6
 5,80;0,290;0,33; 3,70;0,029; 30,0; 88,0;0,989940;3,25;0,42;12,300000;6
 7,20;0,400;0,38; 2,20;0,030; 40,0;109,0;0,990750;3,27;0,46;12,600000;6
 6,80;0,390;0,34; 7,40;0,020; 38,0;133,0;0,992120;3,18;0,44;12,000000;7
 6,10;0,170;0,42;15,10;0,033; 28,0;124,0;0,996840;2,87;0,47; 9,500000;5
 6,80;0,390;0,34; 7,40;0,020; 38,0;133,0;0,992120;3,18;0,44;12,000000;7
 7,10;0,360;0,37; 4,80;0,019; 39,0;114,0;0,990360;3,08;0,49;12,700000;7
 6,90;0,190;0,32; 7,90;0,042; 30,0;130,0;0,994560;3,40;0,39;10,500000;6
 6,50;0,340;0,46; 1,00;0,023;  6,0; 80,0;0,988650;3,15;0,54;12,900000;6
 6,10;0,170;0,42;15,10;0,033; 28,0;124,0;0,996840;2,87;0,47; 9,500000;5
 6,80;0,390;0,34; 7,40;0,020; 38,0;133,0;0,992120;3,18;0,44;12,000000;7
 7,10;0,360;0,37; 4,80;0,019; 39,0;114,0;0,990360;3,08;0,49;12,700000;7
 7,80;0,300;0,36; 4,60;0,024; 20,0;198,0;0,992220;3,06;0,66;11,900000;6
 6,10;0,680;0,52; 1,40;0,037; 32,0;123,0;0,990220;3,24;0,45;12,000000;6
 5,20;0,340;0,37; 6,20;0,031; 42,0;133,0;0,990760;3,25;0,41;12,500000;6
 5,60;0,280;0,40; 6,10;0,034; 36,0;118,0;0,991440;3,21;0,43;12,100000;7
 6,20;0,190;0,38; 5,10;0,019; 22,0; 82,0;0,989610;3,05;0,36;12,500000;6
 5,70;0,160;0,26; 6,30;0,043; 28,0;113,0;0,993600;3,06;0,58; 9,900000;6
 7,60;0,170;0,46; 0,90;0,036; 63,0;147,0;0,991260;3,02;0,41;10,700000;6
 7,30;0,200;0,39; 2,30;0,048; 24,0; 87,0;0,990440;2,94;0,35;12,000000;6
 6,70;0,330;0,36; 6,60;0,042; 34,0;116,0;0,991230;2,97;0,31;12,200000;8
 6,70;0,330;0,34; 7,50;0,036; 39,0;124,0;0,991230;2,99;0,32;12,400000;8
 6,90;0,360;0,35; 8,60;0,038; 37,0;125,0;0,991600;3,00;0,32;12,400000;8
 7,80;0,210;0,34;11,90;0,039; 55,0;140,0;0,995900;3,02;0,31;10,300000;6
 7,30;0,200;0,39; 2,30;0,048; 24,0; 87,0;0,990440;2,94;0,35;12,000000;6
 5,60;0,410;0,22; 7,10;0,050; 44,0;154,0;0,993100;3,30;0,40;10,500000;5
 7,60;0,150;0,35; 4,30;0,051; 23,0; 98,0;0,994220;3,10;0,44; 9,500000;6
 8,50;0,200;0,40; 1,10;0,046; 31,0;106,0;0,991940;3,00;0,35;10,500000;4
 6,50;0,240;0,38; 1,00;0,027; 31,0; 90,0;0,989260;3,24;0,36;12,300000;6
 8,30;0,160;0,37; 7,90;0,025; 38,0;107,0;0,993060;2,93;0,37;11,900000;6
 5,50;0,120;0,33; 1,00;0,038; 23,0;131,0;0,991640;3,25;0,45; 9,800000;5
 6,50;0,240;0,38; 1,00;0,027; 31,0; 90,0;0,989260;3,24;0,36;12,300000;6
 6,20;0,100;0,41; 1,00;0,040; 17,0; 76,0;0,989880;3,14;0,56;11,400000;7
 6,50;0,210;0,40; 7,30;0,041; 49,0;115,0;0,992680;3,21;0,43;11,000000;6
 8,70;0,300;0,59; 1,70;0,046; 10,0; 70,0;0,993730;3,06;0,56;10,800000;4
 6,70;0,180;0,37; 1,30;0,027; 42,0;125,0;0,989390;3,24;0,37;12,800000;7
 7,00;0,170;0,36; 6,40;0,055; 42,0;123,0;0,993180;3,11;0,50;11,000000;8
 6,60;0,190;0,33; 1,80;0,035; 42,0;148,0;0,991960;3,15;0,36;10,200000;5
 5,80;0,280;0,30; 1,50;0,026; 31,0;114,0;0,989520;3,32;0,60;12,500000;7
 7,60;0,240;0,44; 3,80;0,037; 49,0;146,0;0,991100;3,06;0,37;11,600000;6
 8,30;0,160;0,37; 7,90;0,025; 38,0;107,0;0,993060;2,93;0,37;11,900000;6
 5,50;0,120;0,33; 1,00;0,038; 23,0;131,0;0,991640;3,25;0,45; 9,800000;5
 5,70;0,160;0,32; 1,20;0,036;  7,0; 89,0;0,991110;3,26;0,48;11,000000;5
 7,00;0,210;0,42; 5,30;0,037; 36,0;123,0;0,993210;3,14;0,52;10,900000;6
 6,40;0,220;0,38; 9,10;0,044; 35,0;127,0;0,993260;2,97;0,30;11,000000;7
 7,90;0,340;0,44; 6,50;0,027; 47,0;126,0;0,991240;2,96;0,37;12,500000;6
 6,40;0,220;0,38; 9,10;0,044; 35,0;127,0;0,993260;2,97;0,30;11,000000;7
 6,80;0,210;0,40; 6,30;0,032; 40,0;121,0;0,992140;3,18;0,53;12,000000;7
 5,20;0,310;0,36; 5,10;0,031; 46,0;145,0;0,989700;3,14;0,31;12,400000;7
 7,90;0,340;0,44; 6,50;0,027; 47,0;126,0;0,991240;2,96;0,37;12,500000;6
 5,60;0,420;0,34; 2,40;0,022; 34,0; 97,0;0,989150;3,22;0,38;12,800000;7
 6,40;0,220;0,38; 9,10;0,044; 35,0;127,0;0,993260;2,97;0,30;11,000000;7
 6,80;0,280;0,34; 7,50;0,035; 34,0;177,0;0,996920;3,33;0,43; 9,100000;5
 6,80;0,450;0,36; 5,00;0,033; 28,0;156,0;0,991000;3,11;0,40;12,400000;7
 6,60;0,290;0,39; 6,75;0,031; 22,0; 98,0;0,991300;3,15;0,80;12,900000;7
 6,80;0,210;0,42; 1,20;0,045; 24,0;126,0;0,992340;3,09;0,87;10,900000;6
 6,80;0,250;0,24; 1,60;0,045; 39,0;164,0;0,994020;3,53;0,58;10,800000;5
 6,40;0,210;0,34;16,05;0,040; 56,0;142,0;0,996780;3,11;0,38;10,600000;5
 5,80;0,330;0,23; 5,00;0,053; 29,0;106,0;0,994580;3,13;0,52; 9,000000;5
 8,20;0,300;0,44;12,40;0,043; 52,0;154,0;0,994520;3,04;0,33;12,000000;6
 6,40;0,240;0,32; 0,95;0,041; 23,0;131,0;0,990330;3,25;0,35;11,800000;5
 7,50;0,180;0,45; 4,60;0,041; 67,0;158,0;0,992700;3,01;0,38;10,600000;6
 5,20;0,335;0,20; 1,70;0,033; 17,0; 74,0;0,990020;3,34;0,48;12,300000;6
 7,10;0,140;0,33; 1,00;0,104; 20,0; 54,0;0,990570;3,19;0,64;11,500000;6
 7,20;0,130;0,46; 1,30;0,044; 48,0;111,0;0,991270;2,97;0,45;11,100000;5
 5,80;0,330;0,23; 5,00;0,053; 29,0;106,0;0,994580;3,13;0,52; 9,000000;5
 6,50;0,290;0,25; 2,50;0,142;  8,0;111,0;0,992700;3,00;0,44; 9,900000;4
 6,20;0,350;0,31; 2,60;0,036; 37,0; 92,0;0,989380;3,27;0,53;12,800000;7
 9,00;0,380;0,53; 2,10;0,102; 19,0; 76,0;0,990010;2,93;0,57;12,900000;5
 6,60;0,240;0,38;12,75;0,034;  8,0; 74,0;0,993860;3,10;0,57;12,900000;6
 6,60;0,160;0,34; 1,10;0,037; 41,0;115,0;0,989900;3,01;0,68;12,000000;6
 8,20;0,300;0,44;12,40;0,043; 52,0;154,0;0,994520;3,04;0,33;12,000000;6
 5,70;0,150;0,28; 3,70;0,045; 57,0;151,0;0,991300;3,22;0,27;11,200000;6
 6,60;0,330;0,40; 2,65;0,041; 35,0; 86,0;0,989160;3,11;0,39;13,300000;7
 5,70;0,200;0,30; 2,50;0,046; 38,0;125,0;0,992760;3,34;0,50; 9,900000;6
 6,80;0,270;0,37; 8,20;0,055; 52,0;192,0;0,995860;3,11;0,52; 9,500000;6
 6,80;0,270;0,42; 7,30;0,054; 58,0;200,0;0,995560;3,12;0,49; 9,400000;6
 6,20;0,200;0,26; 1,10;0,047; 42,0;119,0;0,991580;3,48;0,60;11,000000;7
 6,70;0,130;0,57; 6,60;0,056; 60,0;150,0;0,995480;2,96;0,43; 9,400000;6
 6,80;0,210;0,37; 7,00;0,038; 27,0;107,0;0,992060;2,98;0,82;11,500000;6
 6,70;0,310;0,32;14,50;0,038;  6,0; 79,0;0,994120;3,14;0,34;12,500000;5
 6,20;0,200;0,29;11,80;0,035; 21,0; 93,0;0,993640;3,18;0,34;11,900000;6
 6,60;0,250;0,34; 3,00;0,054; 22,0;141,0;0,993380;3,26;0,47;10,400000;6
 5,70;0,150;0,28; 3,70;0,045; 57,0;151,0;0,991300;3,22;0,27;11,200000;6
 6,90;0,220;0,39; 6,00;0,035; 44,0;141,0;0,991230;3,11;0,33;12,500000;6
 6,40;0,230;0,35; 4,60;0,039; 43,0;147,0;0,992160;3,18;0,40;11,000000;7
 7,60;0,270;0,29; 2,50;0,059; 37,0;115,0;0,993280;3,09;0,37; 9,800000;5
 6,60;0,340;0,24; 3,30;0,034; 29,0; 99,0;0,990310;3,10;0,40;12,300000;7
 6,40;0,160;0,42; 1,00;0,036; 29,0;113,0;0,990800;3,18;0,52;11,000000;6
 5,80;0,300;0,42; 1,10;0,036; 19,0;113,0;0,988710;3,10;0,46;12,600000;7
 7,00;0,290;0,35; 1,40;0,036; 42,0;109,0;0,991190;3,31;0,62;11,600000;6
 6,60;0,340;0,24; 3,30;0,034; 29,0; 99,0;0,990310;3,10;0,40;12,300000;7
 6,70;0,210;0,36; 8,55;0,020; 20,0; 86,0;0,991460;3,19;0,22;13,400000;7
 7,60;0,270;0,29; 2,50;0,059; 37,0;115,0;0,993280;3,09;0,37; 9,800000;5
 6,80;0,220;0,41; 6,70;0,034; 39,0;116,0;0,992450;3,18;0,46;11,500000;6
 7,70;0,270;0,49; 3,80;0,037; 46,0;139,0;0,991160;3,04;0,38;11,600000;6
 6,40;0,250;0,37; 4,50;0,039; 41,0;147,0;0,992100;3,18;0,40;11,100000;7
 6,40;0,230;0,35; 4,60;0,039; 43,0;147,0;0,992160;3,18;0,40;11,000000;7
 6,70;0,130;0,45; 4,20;0,043; 52,0;131,0;0,991620;3,06;0,54;11,300000;6
 6,70;0,240;0,37;11,30;0,043; 64,0;173,0;0,996320;3,08;0,53; 9,900000;6
 7,10;0,260;0,37; 5,50;0,025; 31,0;105,0;0,990820;3,06;0,33;12,600000;8
 5,30;0,300;0,16; 4,20;0,029; 37,0;100,0;0,990500;3,30;0,36;11,800000;8
 7,10;0,380;0,40; 2,20;0,042; 54,0;201,0;0,991770;3,03;0,50;11,400000;5
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 7,40;0,190;0,31;14,50;0,045; 39,0;193,0;0,998600;3,10;0,50; 9,200000;6
 6,30;0,320;0,32; 1,50;0,030; 24,0;101,0;0,989230;3,21;0,42;13,000000;5
 7,60;0,190;0,32;18,75;0,047; 32,0;193,0;1,000140;3,10;0,50; 9,300000;7
 6,50;0,260;0,31; 3,60;0,030; 36,0; 92,0;0,990260;3,22;0,62;12,600000;8
 5,90;0,240;0,12; 1,40;0,035; 60,0;247,0;0,993580;3,34;0,44; 9,600000;6
 4,20;0,215;0,23; 5,10;0,041; 64,0;157,0;0,996880;3,42;0,44; 8,000000;3
 8,10;0,240;0,32;10,50;0,030; 34,0;105,0;0,994070;3,11;0,42;11,800000;6
 5,80;0,230;0,20; 2,00;0,043; 39,0;154,0;0,992260;3,21;0,39;10,200000;6
 7,50;0,330;0,36; 2,60;0,051; 26,0;126,0;0,990970;3,32;0,53;12,700000;6
 6,60;0,380;0,36; 9,20;0,061; 42,0;214,0;0,997600;3,31;0,56; 9,400000;5
 6,40;0,150;0,29; 1,80;0,044; 21,0;115,0;0,991660;3,10;0,38;10,200000;5
 6,50;0,320;0,34; 5,70;0,044; 27,0; 91,0;0,991840;3,28;0,60;12,000000;7
 7,50;0,220;0,32; 2,40;0,045; 29,0;100,0;0,991350;3,08;0,60;11,300000;7
 6,40;0,230;0,32; 1,90;0,038; 40,0;118,0;0,990740;3,32;0,53;11,800000;7
 6,10;0,220;0,31; 1,40;0,039; 40,0;129,0;0,991930;3,45;0,59;10,900000;5
 6,50;0,480;0,02; 0,90;0,043; 32,0; 99,0;0,992260;3,14;0,47; 9,800000;4
 6,60;0,230;0,30; 4,60;0,060; 29,0;154,0;0,991420;3,23;0,49;12,200000;8
 6,40;0,160;0,25; 1,40;0,057; 21,0;125,0;0,990910;3,23;0,44;11,100000;7
 6,60;0,380;0,36; 9,20;0,061; 42,0;214,0;0,997600;3,31;0,56; 9,400000;5
 7,40;0,160;0,32; 1,40;0,065; 23,0;140,0;0,991340;3,06;0,47;11,400000;6
 6,40;0,150;0,29; 1,80;0,044; 21,0;115,0;0,991660;3,10;0,38;10,200000;5
 6,50;0,320;0,30; 2,30;0,051; 20,0;127,0;0,989640;3,13;0,52;12,800000;6
 6,70;0,120;0,36; 2,30;0,039; 43,0;125,0;0,992290;3,07;0,67;10,100000;7
 6,60;0,200;0,14; 4,40;0,184; 35,0;168,0;0,993960;2,93;0,45; 9,400000;6
 8,00;0,340;0,25; 6,40;0,035; 38,0;103,0;0,991480;2,91;0,23;12,200000;6
 6,80;0,210;0,31; 2,90;0,046; 40,0;121,0;0,991300;3,07;0,65;10,900000;7
 6,80;0,230;0,31; 2,80;0,047; 40,0;122,0;0,991260;3,06;0,64;10,900000;7
 6,80;0,210;0,31; 2,90;0,046; 40,0;121,0;0,991300;3,07;0,65;10,900000;7
 6,60;0,200;0,14; 4,40;0,184; 35,0;168,0;0,993960;2,93;0,45; 9,400000;6
 6,60;0,280;0,42; 8,20;0,044; 60,0;196,0;0,995620;3,14;0,48; 9,400000;5
 7,80;0,250;0,37; 1,00;0,043; 10,0; 80,0;0,991280;3,08;0,38;11,400000;5
 5,60;0,120;0,33; 2,90;0,044; 21,0; 73,0;0,988960;3,17;0,32;12,900000;8
 6,60;0,280;0,41; 7,00;0,046; 59,0;194,0;0,995580;3,14;0,48; 9,400000;5
 6,80;0,170;0,35; 1,80;0,040; 29,0; 84,0;0,989610;2,91;0,57;12,000000;7
 7,30;0,250;0,28; 1,50;0,043; 19,0;113,0;0,993380;3,38;0,56;10,100000;6
 6,60;0,280;0,41; 7,00;0,046; 59,0;194,0;0,995580;3,14;0,48; 9,400000;5
 6,60;0,280;0,42; 8,20;0,044; 60,0;196,0;0,995620;3,14;0,48; 9,400000;5
 6,50;0,250;0,50; 7,60;0,047; 54,0;184,0;0,995720;3,17;0,45; 9,200000;5
 6,30;0,240;0,35; 2,30;0,039; 43,0;109,0;0,990560;3,34;0,44;11,800000;6
 6,80;0,320;0,32; 8,70;0,029; 31,0;105,0;0,991460;3,00;0,34;12,300000;7
 7,80;0,250;0,37; 1,00;0,043; 10,0; 80,0;0,991280;3,08;0,38;11,400000;5
 5,60;0,120;0,33; 2,90;0,044; 21,0; 73,0;0,988960;3,17;0,32;12,900000;8
 6,60;0,240;0,28; 6,70;0,032; 26,0; 91,0;0,991720;3,13;0,32;12,300000;6
 6,30;0,220;0,34; 5,00;0,032; 36,0; 93,0;0,990120;3,27;0,36;13,500000;7
 6,00;0,320;0,30; 1,90;0,033; 41,0;142,0;0,989120;3,29;0,42;12,800000;7
 6,30;0,190;0,29; 2,00;0,022; 33,0; 96,0;0,989020;3,04;0,54;12,800000;7
 6,00;0,320;0,30; 1,90;0,033; 41,0;142,0;0,989120;3,29;0,42;12,800000;7
 9,40;0,240;0,29; 8,50;0,037;124,0;208,0;0,993950;2,90;0,38;11,000000;3
 6,40;0,350;0,28;12,60;0,039; 19,0;124,0;0,995390;3,20;0,43;10,600000;6
 6,70;0,460;0,27; 5,20;0,039; 35,0; 96,0;0,991290;3,16;0,44;12,400000;7
 6,30;0,300;0,29; 2,10;0,048; 33,0;142,0;0,989560;3,22;0,46;12,900000;7
 6,00;0,190;0,29; 1,10;0,047; 67,0;152,0;0,991600;3,54;0,59;11,100000;7
 5,90;0,240;0,28; 1,30;0,032; 36,0; 95,0;0,988890;3,08;0,64;12,900000;7
 7,30;0,145;0,33; 1,10;0,042; 14,0; 64,0;0,990120;3,10;0,37;11,800000;7
 6,60;0,435;0,38; 9,20;0,058; 66,0;243,0;0,998330;3,23;0,54; 9,100000;6
 5,80;0,180;0,37; 1,20;0,036; 19,0; 74,0;0,988530;3,09;0,49;12,700000;7
 5,80;0,180;0,37; 1,10;0,036; 31,0; 96,0;0,989420;3,16;0,48;12,000000;6
 5,60;0,320;0,32; 8,30;0,043; 32,0;105,0;0,992660;3,24;0,47;11,200000;6
 6,60;0,160;0,35; 1,80;0,042; 26,0;105,0;0,989620;3,19;0,75;12,400000;7
 5,10;0,210;0,28; 1,40;0,047; 48,0;148,0;0,991680;3,50;0,49;10,400000;5
 7,50;0,290;0,36;15,70;0,050; 29,0;124,0;0,996800;3,06;0,54;10,400000;5
 6,00;0,260;0,33; 4,35;0,040; 15,0; 80,0;0,989340;3,29;0,50;12,700000;6
 5,70;0,260;0,30; 1,80;0,039; 30,0;105,0;0,989950;3,48;0,52;12,500000;7
 7,10;0,170;0,31; 1,60;0,037; 15,0;103,0;0,991000;3,14;0,50;12,000000;6
 6,90;0,170;0,30; 2,00;0,047; 13,0;117,0;0,991520;3,16;0,51;11,600000;6
 6,80;0,250;0,28; 5,00;0,035; 42,0;126,0;0,990480;3,12;0,38;12,600000;7
 6,60;0,170;0,28; 1,80;0,042; 62,0;178,0;0,992040;3,15;0,42;10,200000;5
 5,80;0,170;0,36; 1,30;0,036; 11,0; 70,0;0,992020;3,43;0,68;10,400000;7
 6,40;0,240;0,29; 1,00;0,038; 18,0;122,0;0,990600;3,30;0,42;11,500000;5
 6,70;0,210;0,34; 1,40;0,049; 36,0;112,0;0,990910;3,02;0,50;11,000000;6
 6,70;0,230;0,33; 8,10;0,048; 45,0;176,0;0,994720;3,11;0,52;10,100000;6
 6,80;0,230;0,32; 8,60;0,046; 47,0;159,0;0,994520;3,08;0,52;10,500000;6
 6,50;0,220;0,28; 3,70;0,059; 29,0;151,0;0,991770;3,23;0,41;12,100000;7
 5,10;0,165;0,22; 5,70;0,047; 42,0;146,0;0,993400;3,18;0,55; 9,900000;6
 6,60;0,425;0,25; 2,35;0,034; 23,0; 87,0;0,990820;3,05;0,41;11,400000;6
 6,90;0,380;0,29;13,65;0,048; 52,0;189,0;0,997840;3,00;0,60; 9,500000;6
 6,90;0,380;0,29;13,65;0,048; 52,0;189,0;0,997840;3,00;0,60; 9,500000;6
 6,90;0,380;0,29;13,65;0,048; 52,0;189,0;0,997840;3,00;0,60; 9,500000;6
 7,20;0,270;0,28;15,20;0,046;  6,0; 41,0;0,996650;3,17;0,39;10,900000;6
 7,60;0,170;0,27; 4,60;0,050; 23,0; 98,0;0,994220;3,08;0,47; 9,500000;6
 6,20;0,300;0,31; 1,20;0,048; 19,0;125,0;0,989990;3,32;0,54;12,600000;6
 7,60;0,170;0,27; 4,60;0,050; 23,0; 98,0;0,994220;3,08;0,47; 9,500000;6
 6,50;0,260;0,32; 6,65;0,059; 34,0;104,0;0,992540;3,18;0,42;11,100000;5
 6,90;0,360;0,28;13,55;0,048; 51,0;189,0;0,997820;3,00;0,60; 9,500000;7
 6,90;0,380;0,29;13,65;0,048; 52,0;189,0;0,997840;3,00;0,60; 9,500000;6
 6,80;0,180;0,24; 9,80;0,058; 64,0;188,0;0,995200;3,13;0,51;10,600000;6
 6,70;0,180;0,24;10,30;0,057; 64,0;185,0;0,995190;3,12;0,50;10,600000;6
 6,60;0,160;0,21; 6,70;0,055; 43,0;157,0;0,993840;3,15;0,52;10,800000;6
 7,20;0,270;0,28;15,20;0,046;  6,0; 41,0;0,996650;3,17;0,39;10,900000;6
 6,40;0,170;0,27; 9,90;0,047; 26,0;101,0;0,995960;3,34;0,50; 9,900000;6
 7,20;0,220;0,28; 7,20;0,060; 41,0;132,0;0,993500;3,08;0,59;11,300000;6
 6,00;0,220;0,28; 1,10;0,034; 47,0; 90,0;0,988620;3,22;0,38;12,600000;6
 6,70;0,360;0,28; 8,30;0,034; 29,0; 81,0;0,991510;2,96;0,39;12,500000;6
 6,50;0,430;0,28;11,25;0,032; 31,0; 87,0;0,992200;3,02;0,38;12,400000;6
 5,90;0,200;0,28;12,80;0,038; 29,0;132,0;0,994260;3,31;0,57;11,800000;7
 5,30;0,320;0,23; 9,65;0,026; 26,0;119,0;0,991680;3,18;0,53;12,200000;6
 6,80;0,200;0,28;12,60;0,048; 54,0;136,0;0,995560;3,19;0,37;10,700000;6
 6,00;0,220;0,33;12,20;0,033; 25,0; 97,0;0,993560;3,17;0,42;11,300000;7
 6,70;0,360;0,28; 8,30;0,034; 29,0; 81,0;0,991510;2,96;0,39;12,500000;6
 6,50;0,430;0,28;11,25;0,032; 31,0; 87,0;0,992200;3,02;0,38;12,400000;6
 7,10;0,180;0,49; 1,30;0,033; 12,0; 72,0;0,990720;3,05;0,53;11,300000;7
 6,40;0,170;0,27; 9,90;0,047; 26,0;101,0;0,995960;3,34;0,50; 9,900000;6
 7,20;0,220;0,28; 7,20;0,060; 41,0;132,0;0,993500;3,08;0,59;11,300000;6
 6,00;0,220;0,28; 1,10;0,034; 47,0; 90,0;0,988620;3,22;0,38;12,600000;6
 6,00;0,200;0,26; 1,10;0,033; 38,0; 67,0;0,989540;3,14;0,38;11,500000;6
 7,60;0,200;0,26; 4,80;0,033; 26,0; 76,0;0,990760;2,98;0,49;12,300000;7
 6,20;0,300;0,21; 1,10;0,032; 31,0;111,0;0,988900;2,97;0,42;12,200000;6
